i,changedTaxaCount,changedTaxaRate,MicrobiotaDensityFoldChange,qmd_Density_delta,MicrobiotaDensityFoldChange_ori,changfold,ancomP_FNR,ancomP_FPR,mwu_diff_pvalue_FNR,mwu_diff_pvalue_FPR,mwu_logged_pvalue_FNR,mwu_logged_pvalue_FPR,qmd_diff_pvalue_FNR,qmd_diff_pvalue_FPR,qmd_diff_qvalue_FPR,qmd_diff_qvalue_FNR,ANCOM_BC_diff_qval_FPR,ANCOM_BC_diff_qval_FNR,qmd_logged_Density_diff_MAE,logged_relative_abundance_diff_MAE,ANCOM_BC_diff_MAE,groupsize,DR_inferred_foldchange_MAE
12.0,25.0,0.23809523809523808,4.28646673844041,4.66,-0.3698149495384868,0.5933242571541321,0.73,1.0,0.0,1.0,0.0,1.0,0.72,0.0,0.0,0.74,0.0,0.77,0.0071255927055665965,4.657547186130913,0.1232180029503106,40.0,1.3946116368724886
13.0,70.0,0.6730769230769231,5.0370580350619365,5.130000000000001,-0.09249674441426237,-0.40710929236848964,0.03076923076923077,0.058823529411764705,0.0,1.0,0.0,1.0,0.0,0.14705882352941177,0.11764705882352941,0.0,0.029411764705882353,0.06153846153846154,0.011989163516767567,5.128698318503667,0.12106209459388037,17.0,3.349280045914949
14.0,52.0,0.49523809523809526,3.924669765972944,3.9800000000000004,-0.05532561719387985,1.4478839627353521,0.0,0.07142857142857142,0.0,1.0,0.0,1.0,0.0,0.32142857142857145,0.30357142857142855,0.0,0.0,0.10869565217391304,0.006121933786643273,3.980501731748762,0.16790834497742285,95.0,2.3910026930746846
15.0,63.0,0.6,5.803117344886235,5.74,0.05926285652121521,-0.2960232388401167,0.0,0.15217391304347827,0.0,1.0,0.0,1.0,0.0,0.2826086956521739,0.15217391304347827,0.0,0.0,0.017857142857142856,0.005220417479364871,5.744446943134269,0.16297215532811496,96.0,2.7916438854271357
16.0,11.0,0.10476190476190476,2.3160843020501503,1.9600000000000009,0.35875954414708744,0.6485314395155364,0.8877551020408163,0.5,0.0,1.0,0.0,1.0,0.8571428571428571,0.5,0.25,0.9081632653061225,0.0,0.9081632653061225,0.009719682578826341,1.9555993319191045,0.12231518920774513,41.0,0.4518029599285676
17.0,98.0,0.9333333333333333,5.939642827350973,5.91,0.020778832080193155,0.3093164148369542,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.053763440860215055,0.009464591289937553,5.918841661291971,0.2444685580081796,92.0,4.286022057485348
18.0,94.0,0.8952380952380953,6.102152179079133,6.140000000000001,-0.03620278904363517,0.41359346026342086,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.47058823529411764,0.47058823529411764,0.0,0.23529411764705882,0.058823529411764705,0.004497290204734778,6.138188814889313,0.14106952429926467,88.0,4.02740341864125
19.0,62.0,0.5904761904761905,5.55293462513464,5.34,0.21316461791859,-0.11263565559211135,0.0,0.023255813953488372,0.0,1.0,0.0,1.0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.10344827586206896,0.005675977399176358,5.339606375742983,0.15317893873406874,70.0,3.016347513524848
20.0,78.0,0.7428571428571429,6.195848149030319,6.100000000000001,0.10155694319177401,-0.7193330157319081,0.0,0.03571428571428571,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.8571428571428571,0.08108108108108109,0.006709205899826892,6.09388649988924,0.48244532912873284,91.0,3.838428703634435
21.0,92.0,0.8761904761904762,6.347244338494399,6.52,-0.17832832748591446,0.4219402649587419,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.056179775280898875,0.00826632534061905,6.525484132692304,0.23347681939809947,62.0,4.254861260574185
22.0,52.0,0.49523809523809526,4.064260629769255,3.8499999999999996,0.211699083154123,-0.8409276112615341,0.0,0.15789473684210525,0.0,1.0,0.0,1.0,0.0,0.2807017543859649,0.24561403508771928,0.0,0.07017543859649122,0.1111111111111111,0.00848563316961585,3.8494672983822906,0.14230717363031928,38.0,2.3387970646913256
23.0,37.0,0.3523809523809524,5.0308521478331985,4.99,0.04452162681102223,-0.1855222673561697,0.0,0.1044776119402985,0.0,1.0,0.0,1.0,0.0,0.1791044776119403,0.1044776119402985,0.0,0.014925373134328358,0.02857142857142857,0.0069656035021822575,4.985409449961967,0.19251530990680923,86.0,1.704937186021367
24.0,6.0,0.05714285714285714,0.3133551976122533,0.40000000000000036,-0.08291975968000997,-0.5876077265415465,0.0,0.0,0.0,0.9894736842105263,0.0,0.9894736842105263,0.0,0.09473684210526316,0.021052631578947368,0.0,0.0,0.0,0.012440551882912734,0.39774014774778893,0.08655838893957465,12.0,0.32417002452438665
25.0,39.0,0.375,3.598023017089112,3.4700000000000006,0.13056631963981147,0.05722161869598988,0.0,0.07575757575757576,0.0,1.0,0.0,1.0,0.0,0.06060606060606061,0.030303030303030304,0.0,0.0,0.02857142857142857,0.0045541530261716,3.467827975098117,0.0654727552609,98.0,1.4410231260091033
26.0,42.0,0.4,4.111589592438307,4.0,0.11658380128605828,0.08263839894531015,0.0,0.06557377049180328,0.0,1.0,0.0,1.0,0.0,0.21311475409836064,0.14754098360655737,0.0,0.0,0.07317073170731707,0.006809193235679204,3.9961321556927594,0.19445839833178163,83.0,1.724782499973323
27.0,68.0,0.6538461538461539,6.540068233763415,6.48,0.05610984375013217,1.7254111363476976,0.0,0.027777777777777776,0.0,1.0,0.0,1.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.16923076923076924,0.007042173252438377,6.483461995664295,1.1006750397352358,51.0,3.14317598395759
28.0,83.0,0.7904761904761904,5.952398812288981,6.149999999999999,-0.19723026319281445,0.589656092662559,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.19230769230769232,0.19230769230769232,0.0,0.8846153846153846,0.05333333333333334,0.00398784889024861,6.150367083932713,0.5525327369293074,97.0,3.1457267202771324
29.0,39.0,0.37142857142857144,4.2273945549920455,4.380000000000001,-0.15096871888177432,-0.6960839270803438,0.02702702702702703,0.03125,0.0,1.0,0.0,1.0,0.0,0.046875,0.03125,0.0,0.0,0.05405405405405406,0.010231490483667036,4.378997159050306,0.1283300223233118,25.0,2.163891515591135
30.0,83.0,0.7904761904761904,6.923827977032694,6.960000000000001,-0.03432069752732758,0.4785733077826339,0.0,1.0,0.0,1.0,0.0,1.0,0.012658227848101266,0.17391304347826086,0.17391304347826086,0.012658227848101266,0.0,0.06329113924050633,0.006084656648073199,6.957781095443032,0.16977168577326793,69.0,3.735116613601756
