i,MicrobiotaDensityFoldChange,qmd_Density_delta,permutation_quantitle,permutation_pvalue,permutation_test
449.0,2.5906372051403044,2.8499999999999996,1.0,0.0,True
450.0,0.5060362423437184,0.33999999999999986,0.996,0.0040000000000000036,True
451.0,4.3348372525695,4.93,1.0,0.0,True
452.0,1.3140052465558725,1.2899999999999991,1.0,0.0,True
453.0,0.2335048832014124,0.15000000000000036,0.868,0.132,False
454.0,5.3302663626177855,5.460000000000001,1.0,0.0,True
455.0,7.273133290005583,6.66,1.0,0.0,True
456.0,1.6366619428721163,1.7799999999999994,1.0,0.0,True
457.0,-0.3205856092357067,-0.6300000000000008,0.118,0.118,False
458.0,2.1587803144375144,2.4399999999999995,1.0,0.0,True
459.0,6.8349755147234825,6.379999999999999,1.0,0.0,True
460.0,2.6834357234946253,3.0600000000000005,1.0,0.0,True
461.0,4.2386677255438485,4.029999999999999,1.0,0.0,True
462.0,-0.10285414682217464,-0.05000000000000071,0.362,0.362,False
463.0,-0.17628298156965627,-0.39000000000000057,0.042,0.042,True
464.0,3.4641581072686662,3.210000000000001,1.0,0.0,True
465.0,0.7160251386212835,0.9399999999999995,1.0,0.0,True
466.0,2.9190399095624926,2.9399999999999995,1.0,0.0,True
467.0,-0.08342439094720787,-0.17999999999999972,0.056,0.056,False
468.0,5.1379866433328445,4.890000000000001,1.0,0.0,True
469.0,2.984602712694404,2.9499999999999993,1.0,0.0,True
470.0,3.7938601956093976,4.210000000000001,1.0,0.0,True
471.0,3.8651562036133953,4.01,1.0,0.0,True
472.0,4.653454056835422,4.25,1.0,0.0,True
473.0,3.2815275612162864,3.67,1.0,0.0,True
474.0,3.88748614884149,4.140000000000001,1.0,0.0,True
475.0,4.316768235916008,4.609999999999999,1.0,0.0,True
476.0,2.4835082849094405,2.4800000000000004,1.0,0.0,True
477.0,0.2775720955096119,0.23000000000000043,0.934,0.06599999999999995,False
478.0,2.600710596746829,3.3599999999999994,1.0,0.0,True
479.0,1.2490841763915768,2.630000000000001,0.988,0.01200000000000001,True
480.0,4.449859198798436,4.8100000000000005,1.0,0.0,True
481.0,3.510172256932435,3.5999999999999996,1.0,0.0,True
482.0,5.922580553808678,5.800000000000001,1.0,0.0,True
483.0,4.454186312308877,4.369999999999999,1.0,0.0,True
484.0,2.034221773013556,2.34,1.0,0.0,True
485.0,3.40757450286722,3.67,1.0,0.0,True
486.0,5.2155719984988025,5.109999999999999,1.0,0.0,True
487.0,1.6915154472870029,2.0299999999999994,1.0,0.0,True
488.0,1.9030533715401103,1.7300000000000004,1.0,0.0,True
489.0,4.437010804254548,5.01,1.0,0.0,True
490.0,4.741153386844161,4.949999999999999,1.0,0.0,True
491.0,5.3075997741013135,7.390000000000001,1.0,0.0,True
492.0,0.4360666513541318,0.41000000000000014,1.0,0.0,True
493.0,3.550239980191968,4.6,1.0,0.0,True
494.0,-1.0166549351374172,-0.6799999999999997,0.0,0.0,True
495.0,0.07275427438213455,0.0,0.486,0.486,False
496.0,3.3110697118902905,3.0999999999999996,1.0,0.0,True
497.0,3.207842251601022,1.1199999999999992,1.0,0.0,True
498.0,5.468124725596829,4.9399999999999995,1.0,0.0,True
499.0,2.8046115755430283,2.9000000000000004,1.0,0.0,True
500.0,4.473750804188653,4.01,1.0,0.0,True
