,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa816,taxa830,taxa838,taxa841,condition
19,,0.005984828016363986,,5.091243423047754e-05,,0.21495198010964794,0.006730433478412196,,0.2927022831897056,0.005570867102527392,,0.006203545296126692,0.07390946974838437,,0.00035384934818752454,0.05876000705624914,0.009882880652134848,0.0008306181248131182,,,2.6719776645313165e-06,0.00713083360369207,0.2783197210694694,,,0.03861509879239079,Treat
20,,,,,,0.06134261948212096,0.05761750020820995,,0.21946681042174945,,,,0.19226781930531506,,0.016551320250507064,,,,,,,,0.00550388479968706,0.004436594242782236,0.44281345128962823,,Treat
21,,,,0.017190240172198803,,0.32584085924941214,0.029713409337053808,0.0034640181224659143,0.08529920533822882,0.02065310057024607,,0.018715562107459043,0.06473404176061605,,0.00239962128435116,0.05026971063063913,0.041846448083851864,,,,0.00012402098239367465,0.008659135294015866,0.29212675823917467,0.008197055597766283,,0.030766813230126634,Treat
22,,0.05290197443064996,0.02368585794956369,,0.0010766812537433867,0.12553397398153626,0.013547968468414814,0.0009901414336691784,0.3500123606113548,0.015713898140699376,0.0005328336670164812,0.00941428907658389,0.0131078352922944,0.0020205150425952924,0.06824464699546852,0.023892510148232987,0.026021444346618443,0.006793470399848927,,,1.6733050653538247e-06,0.009306973961456681,0.23765285255167706,0.0003192071700983481,,0.019228891773412048,Treat
23,0.0004965099008613798,0.01438272800472516,0.000314303704493696,,0.001220307943583479,0.005361259250287925,0.0031452329378218904,0.0004362889766743558,0.7490099036162462,0.0269650354961334,0.00023109788373336994,0.0030160721057227134,0.048364408507894856,0.006807535072214245,0.001209116826832567,0.00762096531158553,0.0038829206644546968,0.014728620818912921,0.005018647047157169,0.00042541384699211753,,0.002026359371597741,0.09219575331815083,,,0.013141519393923667,Treat
24,,,,,,0.1812081627364283,0.00570664994424337,,,,,0.0034481305473007856,0.0018033115682799573,0.001354696234695684,0.002436568912382787,0.09847024377060841,0.0036810820586347364,0.04730087058470252,,,,0.02640307265233757,0.6201705009999936,,,0.008016709990392328,Treat
25,0.00011422340877434255,0.03668928763152126,,,0.001104196422859171,0.152758489276314,0.004477513458305596,2.1873479891188787e-05,0.5794894301299608,0.0029598713571907203,0.0012255967495362033,0.0025706063715610025,0.07808210642822204,,0.021499782546965298,,0.01063304552932078,,,,2.6016137722422374e-05,0.032740160952035975,0.05198214033387595,3.3313727879218955e-06,,0.02362232841315531,Treat
26,0.0006116930786766947,0.011576134473251376,,,0.00043183850003344226,0.03940174729137092,0.0011301305426407106,,0.779889477544557,0.015695226224583535,0.0030684972473790395,0.00025451532380028614,0.03406048820606801,,0.01678526060312359,0.009526511069995238,,,0.004145374583762912,0.003408680704956991,,0.0037435066381897443,0.06358132809003021,0.0009153184749459971,,0.011774271402634212,Treat
27,,0.048647318873002304,0.0524713791438661,,,0.02797666897863606,,,0.610183526427075,,,,0.07947586460755875,,,0.006274798486789415,,0.008439336115225925,,,,,0.1579464459432025,,,0.008584661424643987,Treat
28,,,,,,0.07620974824284754,0.018140142148207854,,0.4360404640225887,0.0021027937278280044,,0.002948619742034162,0.02445023147097773,,0.06507134329433485,0.01143175930412902,0.002141486795999171,0.013508559608041653,,,,0.014418626512781517,0.25562378679928227,0.0018207744996011734,,0.07609166383134629,Treat
29,0.0006876805313087713,0.010708880358512711,,0.00010930113385719486,0.0003483402489966187,0.044746172822855264,0.0019552912235593647,,0.7474742997979493,0.009816415969875857,5.253211323209998e-05,0.004519506346887126,0.0325643717628654,0.0007636207510109741,0.001501305211789704,0.007798706515834069,0.0043495315914740375,,0.0031087546460457443,0.0009926951022693575,7.926288153447324e-07,0.002451424771617511,0.037459799795111395,,0.08006841129989296,0.008522165376239243,Treat
30,,0.05169085385137276,0.0021487203069195113,,,0.04169057255191925,0.05336951708178161,,0.3940690432393768,,0.0025515890248855623,,0.22300195279250226,,0.008818145267355535,0.01738119699054794,,0.009405259104715855,,,,0.0005360036268720927,0.14800981019122939,,,0.04732733597052147,Treat
31,,0.047129389844797004,,0.010749440938410758,,0.1429675096283809,0.01631971050668964,0.0014593429708938217,0.1924247388184096,0.007525212034191825,,,0.03972814442039651,,,0.023988361781856846,0.01163489713246238,0.021021665281607076,,,,0.00224360365353547,0.4534078753118151,,,0.029400107676552996,Treat
